University Name,Name,match_1_score,match_1_author_id,match_1_author_name,match_1_author_url,match_2_score,match_2_author_id,match_2_author_name,match_2_author_url,match_3_score,match_3_author_id,match_3_author_name,match_3_author_url,manual_match,repec_author_id
Harvard College,Melissa Dell,71.875,pad185,"Adelman, Melissa",https://econpapers.repec.org/RAS/pad185.htm,68.625,pke244,"Keller, Elisa",https://econpapers.repec.org/RAS/pke244.htm,67.75,pdi539,"Divella, Marialuisa",https://econpapers.repec.org/RAS/pdi539.htm,,
Harvard College,Karen Dynan,79.375,pda628,"Davtyan, Karen",https://econpapers.repec.org/RAS/pda628.htm,68.75,pad220,"Adnan, Noureen",https://econpapers.repec.org/RAS/pad220.htm,68.125,pdu152,"Duncan, Kevin C.",https://econpapers.repec.org/RAS/pdu152.htm,,
Harvard College,Benjamin Enke,100.0,pen106,"Enke, Benjamin",https://econpapers.repec.org/RAS/pen106.htm,75.0,pel117,"Elsner, Benjamin",https://econpapers.repec.org/RAS/pel117.htm,71.875,pbe1043,"Beckers, Benjamin",https://econpapers.repec.org/RAS/pbe1043.htm,,pen106
Harvard College,Emmanuel Farhi,100.0,pfa207,"Farhi, Emmanuel",https://econpapers.repec.org/RAS/pfa207.htm,76.25,pqu138,"Quarshie, Emmanuel",https://econpapers.repec.org/RAS/pqu138.htm,74.875,pfe224,"Ferrari, Emanuele",https://econpapers.repec.org/RAS/pfe224.htm,,pfa207
Harvard College,Martin Feldstein,100.0,pfe112,"Feldstein, Martin S.",https://econpapers.repec.org/RAS/pfe112.htm,76.875,pbo319,"Bodenstein, Martin",https://econpapers.repec.org/RAS/pbo319.htm,76.25,pbr470,"Breßlein, Martin",https://econpapers.repec.org/RAS/pbr470.htm,,pfe112
Harvard College,Christopher Foote,100.0,pfo133,"Foote, Christopher Lee",https://econpapers.repec.org/RAS/pfo133.htm,77.5,pvo195,"Volonté, Christophe",https://econpapers.repec.org/RAS/pvo195.htm,75.0,pbo1058,"Boone, Christopher",https://econpapers.repec.org/RAS/pbo1058.htm,,pfo133
Harvard College,Richard B. Freeman,100.0,pfr23,"Freeman, Richard B.",https://econpapers.repec.org/RAS/pfr23.htm,79.5,pfr224,"Freedman, Charles",https://econpapers.repec.org/RAS/pfr224.htm,74.125,pfr13,"Freeman, Donald",https://econpapers.repec.org/RAS/pfr13.htm,,pfr23
Harvard College,Benjamin Friedman,84.375,pbr15,"Bridgman, Benjamin",https://econpapers.repec.org/RAS/pbr15.htm,79.75,pfr15,"Friedman, James W",https://econpapers.repec.org/RAS/pfr15.htm,79.375,pli107,"Liebman, Benjamin H.",https://econpapers.repec.org/RAS/pli107.htm,,
Harvard College,"Roland G. Fryer, Jr.",85.0,pfr43,"Fryer, Roland Gerhard",https://econpapers.repec.org/RAS/pfr43.htm,69.25,ptr27,"Trayler, Rowan",https://econpapers.repec.org/RAS/ptr27.htm,66.25,pfa137,"Farber, André",https://econpapers.repec.org/RAS/pfa137.htm,,
Harvard College,Xavier Gabaix,100.0,pga174,"Gabaix, Xavier",https://econpapers.repec.org/RAS/pga174.htm,68.75,pla157,"Labandeira, Xavier",https://econpapers.repec.org/RAS/pla157.htm,64.375,pga963,"Gassmann, Xavier",https://econpapers.repec.org/RAS/pga963.htm,,pga174
Harvard College,Edward Glaeser,100.0,pgl9,"Glaeser, Edward Ludwig",https://econpapers.repec.org/RAS/pgl9.htm,76.25,pla64,"Lazear, Edward",https://econpapers.repec.org/RAS/pla64.htm,76.25,ple440,"Leamer, Edward E.",https://econpapers.repec.org/RAS/ple440.htm,,pgl9
Harvard College,Claudia Goldin,100.0,pgo601,"Goldin, Claudia",https://econpapers.repec.org/RAS/pgo601.htm,74.875,pgo553,"Goldin, Maxim",https://econpapers.repec.org/RAS/pgo553.htm,71.75,pgo560,"Gordin, Vladimir Alexander",https://econpapers.repec.org/RAS/pgo560.htm,,pgo601
Harvard College,Benjamin Golub,100.0,pgo789,"Golub, Benjamin",https://econpapers.repec.org/RAS/pgo789.htm,72.625,pgo808,"Golub, Stephen S.",https://econpapers.repec.org/RAS/pgo808.htm,71.5,pgo807,"Golub, Alexander A.",https://econpapers.repec.org/RAS/pgo807.htm,,pgo789
Harvard College,Gita Gopinath,100.0,pgo327,"Gopinath, Gita",https://econpapers.repec.org/RAS/pgo327.htm,74.875,pgo387,"Gopinath, Munisamy",https://econpapers.repec.org/RAS/pgo387.htm,66.875,pgi187,"Ginja, Rita",https://econpapers.repec.org/RAS/pgi187.htm,,pgo327
Harvard College,Jerry Green,100.0,pgr476,"Green, Jerry",https://econpapers.repec.org/RAS/pgr476.htm,76.0,pgr562,"Green, Albert",https://econpapers.repec.org/RAS/pgr562.htm,76.0,pgr13,"Green, Edward",https://econpapers.repec.org/RAS/pgr13.htm,,pgr476
Harvard College,Oliver Hart,100.0,pha222,"Hart, Oliver D.",https://econpapers.repec.org/RAS/pha222.htm,81.25,pha234,"Hart, Robert A.",https://econpapers.repec.org/RAS/pha234.htm,80.125,pch358,"Charlot, Olivier",https://econpapers.repec.org/RAS/pch358.htm,,pha222
Harvard College,Elhanan Helpman,100.0,phe205,"Helpman, Elhanan",https://econpapers.repec.org/RAS/phe205.htm,67.25,phe582,"Heilmann, Kilian",https://econpapers.repec.org/RAS/phe582.htm,66.875,pho306,"Holman, Nancy E.",https://econpapers.repec.org/RAS/pho306.htm,,phe205
Harvard College,Nathaniel Hendren,100.0,phe527,"Hendren, Nathaniel",https://econpapers.repec.org/RAS/phe527.htm,76.25,pje129,"Jensen, Nathaniel Duane",https://econpapers.repec.org/RAS/pje129.htm,72.0,phe142,"Henderson, Daniel J.",https://econpapers.repec.org/RAS/phe142.htm,,phe527
Harvard College,Dale Jorgenson,100.0,pjo23,"Jorgenson, Dale",https://econpapers.repec.org/RAS/pjo23.htm,79.375,pmo42,"Mortensen, Dale T.",https://econpapers.repec.org/RAS/pmo42.htm,72.5,phe369,"Henderson, Dale William",https://econpapers.repec.org/RAS/phe369.htm,,pjo23
Harvard College,Myrto Kalouptsidi,58.0,pka482,"Katsimi, Margarita",https://econpapers.repec.org/RAS/pka482.htm,58.0,pko347,"Kousenidis, Dimitrios V.",https://econpapers.repec.org/RAS/pko347.htm,56.375,pal1033,"Alloush, Mo",https://econpapers.repec.org/RAS/pal1033.htm,,
Harvard College,Maximilian Kasy,100.0,pka876,"Kasy, Maximilian",https://econpapers.repec.org/RAS/pka876.htm,72.5,pka611,"Kay, Adrian",https://econpapers.repec.org/RAS/pka611.htm,71.375,pka819,"Kay, Luciano",https://econpapers.repec.org/RAS/pka819.htm,,pka876
Harvard College,Lawrence Katz,100.0,pka266,"Katz, Lawrence F.",https://econpapers.repec.org/RAS/pka266.htm,72.625,pka391,"Katz, Barbara G.",https://econpapers.repec.org/RAS/pka391.htm,71.875,pka168,"Katz, Jonathan N.",https://econpapers.repec.org/RAS/pka168.htm,,pka266
Harvard College,Gabriel Kreindler,73.75,pkr76,"Kreider, Brent",https://econpapers.repec.org/RAS/pkr76.htm,70.625,pka1248,"Kaiser, Gabriel",https://econpapers.repec.org/RAS/pka1248.htm,70.0,pbr774,"Brendler, Pavel",https://econpapers.repec.org/RAS/pbr774.htm,,
Harvard College,Michael Kremer,100.0,pkr20,"Kremer, Michael",https://econpapers.repec.org/RAS/pkr20.htm,79.375,pke330,"Keller, Michael",https://econpapers.repec.org/RAS/pke330.htm,79.375,pre236,"Reiter, Michael",https://econpapers.repec.org/RAS/pre236.htm,,pkr20
Harvard College,David Laibson,100.0,pla164,"Laibson, David Isaac",https://econpapers.repec.org/RAS/pla164.htm,85.625,pla439,"Lawson, David",https://econpapers.repec.org/RAS/pla439.htm,79.375,pja183,"Jacobson, David S.",https://econpapers.repec.org/RAS/pja183.htm,,pla164
Harvard College,Robin Lee,100.0,ple409,"Lee, Robin S.",https://econpapers.repec.org/RAS/ple409.htm,85.0,ple97,"Lee, Darin",https://econpapers.repec.org/RAS/ple97.htm,83.875,ple676,"Lee, In Kwon",https://econpapers.repec.org/RAS/ple676.htm,,ple409
Harvard College,Matteo Maggiori,100.0,pma2176,"Maggiori, Matteo",https://econpapers.repec.org/RAS/pma2176.htm,75.625,pma456,"Maggioni, Mario A.",https://econpapers.repec.org/RAS/pma456.htm,73.125,pma2484,"Marini, Matteo M.",https://econpapers.repec.org/RAS/pma2484.htm,,pma2176
Harvard College,N. Gregory Mankiw,100.0,pma131,"Mankiw, N. Gregory",https://econpapers.repec.org/RAS/pma131.htm,56.875,pra181,"Rankin, Neil",https://econpapers.repec.org/RAS/pra181.htm,56.375,pnn2,"Martynenko, N.N.",https://econpapers.repec.org/RAS/pnn2.htm,,pma131
Harvard College,Stephen Marglin,85.625,pma284,"Martin, Stephen",https://econpapers.repec.org/RAS/pma284.htm,85.625,pma1400,"Martin, Stephen D.",https://econpapers.repec.org/RAS/pma1400.htm,76.25,pma110,"Machin, Stephen",https://econpapers.repec.org/RAS/pma110.htm,,
Harvard College,Eric S. Maskin,100.0,pma498,"Maskin, Eric S.",https://econpapers.repec.org/RAS/pma498.htm,83.125,pma217,"Malin, Eric",https://econpapers.repec.org/RAS/pma217.htm,79.375,pma2575,"Mak, Eric",https://econpapers.repec.org/RAS/pma2575.htm,,pma498
Harvard College,Marc Melitz,100.0,pme260,"Melitz, Marc J.",https://econpapers.repec.org/RAS/pme260.htm,76.0,pme156,"Melitz, Jacques",https://econpapers.repec.org/RAS/pme156.htm,75.625,pme81,"Meitz, Mika",https://econpapers.repec.org/RAS/pme81.htm,,pme260
Harvard College,Jeffrey Miron,100.0,pmi250,"Miron, Jeffrey A",https://econpapers.repec.org/RAS/pmi250.htm,76.75,pmi368,"Miron, Petronela",https://econpapers.repec.org/RAS/pmi368.htm,75.0,pbr264,"Brown, Jeffrey Robert",https://econpapers.repec.org/RAS/pbr264.htm,,pmi250
Harvard College,Nathan Nunn,100.0,pnu17,"Nunn, Nathan",https://econpapers.repec.org/RAS/pnu17.htm,65.125,pqu110,"Quinn, Natalie Naïri",https://econpapers.repec.org/RAS/pqu110.htm,65.0,pca1483,"Canen, Nathan J.",https://econpapers.repec.org/RAS/pca1483.htm,,pnu17
Harvard College,Ariel Pakes,100.0,ppa20,"Pakes, Ariel",https://econpapers.repec.org/RAS/ppa20.htm,72.5,pak148,"Akers, Maria M",https://econpapers.repec.org/RAS/pak148.htm,70.75,ppr381,"Prates, Daniela Magalhaes",https://econpapers.repec.org/RAS/ppr381.htm,,ppa20
Harvard College,Amanda Pallais,76.25,ppa79,"Pallis, Athanasios A.",https://econpapers.repec.org/RAS/ppa79.htm,70.625,ppa1206,"Palacios, María Teresa Verónica Martínez",https://econpapers.repec.org/RAS/ppa1206.htm,69.5,ppa941,"Pacella, Andrea",https://econpapers.repec.org/RAS/ppa941.htm,,
Harvard College,Matthew Rabin,100.0,pra660,"Rabin, Matthew",https://econpapers.repec.org/RAS/pra660.htm,83.125,pra317,"Rablen, Matthew D.",https://econpapers.repec.org/RAS/pra317.htm,79.375,pra682,"Rabbitt, Matthew P.",https://econpapers.repec.org/RAS/pra682.htm,,pra660
Harvard College,Gautam Rao,81.25,pra603,"Rao, Kavita",https://econpapers.repec.org/RAS/pra603.htm,78.625,pra807,"Rao, Nirupama",https://econpapers.repec.org/RAS/pra807.htm,76.75,pra250,"Rao, Gyaneshwar",https://econpapers.repec.org/RAS/pra250.htm,,
Harvard College,Kenneth Rogoff,100.0,pro164,"Rogoff, Kenneth S",https://econpapers.repec.org/RAS/pro164.htm,73.125,pso397,"Sokoloff, Kenneth Lee",https://econpapers.repec.org/RAS/pso397.htm,71.875,pfr60,"Froot, Kenneth A.",https://econpapers.repec.org/RAS/pfr60.htm,,pro164
Harvard College,Amartya Sen,100.0,pse23,"Sen, Amartya",https://econpapers.repec.org/RAS/pse23.htm,85.75,pse155,"Sen, Partha",https://econpapers.repec.org/RAS/pse155.htm,81.25,pen33,"Şen, Bahar",https://econpapers.repec.org/RAS/pen33.htm,,pse23
Harvard College,Neil Shephard,100.0,psh10,"Shephard, Neil",https://econpapers.repec.org/RAS/psh10.htm,77.5,psh498,"Shephard, Andrew",https://econpapers.repec.org/RAS/psh498.htm,72.5,psh459,"Sheard, Nicholas",https://econpapers.repec.org/RAS/psh459.htm,,psh10
Harvard College,Andrei Shleifer,100.0,psh93,"Shleifer, Andrei",https://econpapers.repec.org/RAS/psh93.htm,75.5,ple489,"Leiter, Andrea M.",https://econpapers.repec.org/RAS/ple489.htm,75.5,psc324,"Schneider, Andrea",https://econpapers.repec.org/RAS/psc324.htm,,psh93
Harvard College,Stefanie Stantcheva,100.0,pst824,"Stantcheva, Stefanie",https://econpapers.repec.org/RAS/pst824.htm,72.625,pta690,"Tanchev, Stoyan Kirilov",https://econpapers.repec.org/RAS/pta690.htm,68.625,pma1015,"Mantchev, Tzvetan",https://econpapers.repec.org/RAS/pma1015.htm,,pst824
Harvard College,Jeremy Stein,100.0,pst43,"Stein, Jeremy C.",https://econpapers.repec.org/RAS/pst43.htm,87.625,pst581,"Stein, Jerome L.",https://econpapers.repec.org/RAS/pst581.htm,79.75,pst501,"Stein, Ernesto",https://econpapers.repec.org/RAS/pst501.htm,,pst43
Harvard College,James Stock,100.0,pst148,"Stock, James H.",https://econpapers.repec.org/RAS/pst148.htm,75.0,pbr652,"Brock, James W.",https://econpapers.repec.org/RAS/pbr652.htm,75.0,pst409,"Stout, James",https://econpapers.repec.org/RAS/pst409.htm,,pst148
Harvard College,Tomasz Strzalecki,100.0,pst237,"Strzalecki, Tomasz",https://econpapers.repec.org/RAS/pst237.htm,74.375,psw71,"Swiecki, Tomasz",https://econpapers.repec.org/RAS/psw71.htm,70.625,pbr27,"Brodzicki, Tomasz",https://econpapers.repec.org/RAS/pbr27.htm,,pst237
Harvard College,Lawrence H. Summers,100.0,psu137,"Summers, Lawrence H.",https://econpapers.repec.org/RAS/psu137.htm,78.625,psu91,"Summers, Eugene",https://econpapers.repec.org/RAS/psu91.htm,73.625,psu182,"Summer, Martin",https://econpapers.repec.org/RAS/psu182.htm,,psu137
Harvard College,Elie Tamer,100.0,pta279,"Tamer, Elie",https://econpapers.repec.org/RAS/pta279.htm,71.75,pam232,"Amer, Abdelkader Naeem",https://econpapers.repec.org/RAS/pam232.htm,68.75,ptm4,"Tümer, Erol Türker",https://econpapers.repec.org/RAS/ptm4.htm,,pta279
University of Chicago,Robert Shimer,100.0,psh9,"Shimer, Robert",https://econpapers.repec.org/RAS/psh9.htm,85.625,psh69,"Shiller, Robert J.",https://econpapers.repec.org/RAS/psh69.htm,76.25,pwa262,"Wassmer, Robert William",https://econpapers.repec.org/RAS/pwa262.htm,,psh9
University of Chicago,Ufuk Akcigit,100.0,pak203,"Akcigit, Ufuk",https://econpapers.repec.org/RAS/pak203.htm,55.625,pka1026,"Karagöz, Ufuk",https://econpapers.repec.org/RAS/pka1026.htm,53.75,pra1067,"Raimi, Morufu Olalekan",https://econpapers.repec.org/RAS/pra1067.htm,,pak203
University of Chicago,Fernando Alvarez,100.0,pal356,"Alvarez, Fernando",https://econpapers.repec.org/RAS/pal356.htm,81.25,pal1062,"Alvarez, Emiliano",https://econpapers.repec.org/RAS/pal1062.htm,81.25,pal696,"Alvarez-Parra, Fernando Aristides",https://econpapers.repec.org/RAS/pal696.htm,,pal356
University of Chicago,Stéphane Bonhomme,100.0,pbo372,"Bonhomme, Stéphane",https://econpapers.repec.org/RAS/pbo372.htm,73.125,pbo934,"Bouché, Stéphane",https://econpapers.repec.org/RAS/pbo934.htm,68.875,pbo28,"Bonhomme, Fred",https://econpapers.repec.org/RAS/pbo28.htm,,pbo372
University of Chicago,Benjamin Brooks,100.0,pbr781,"Brooks, Benjamin A",https://econpapers.repec.org/RAS/pbr781.htm,79.75,pbr137,"Brooks, Robin",https://econpapers.repec.org/RAS/pbr137.htm,75.0,pro986,"Rosa, Benjamin",https://econpapers.repec.org/RAS/pro986.htm,,pbr781
University of Chicago,Leonardo Bursztyn,100.0,pbu249,"Bursztyn, Leonardo",https://econpapers.repec.org/RAS/pbu249.htm,66.875,pba22,"Bartolini, Leonardo",https://econpapers.repec.org/RAS/pba22.htm,62.5,pbo415,"Borlini, Leonardo S.",https://econpapers.repec.org/RAS/pbo415.htm,,pbu249
University of Chicago,Manasi Deshpande,100.0,pde1228,"Deshpande, ManasI",https://econpapers.repec.org/RAS/pde1228.htm,79.75,pde323,"Deshpande, Ashwini",https://econpapers.repec.org/RAS/pde323.htm,67.0,ppa287,"Pandey, Manish",https://econpapers.repec.org/RAS/ppa287.htm,,pde1228
University of Chicago,Michael Dinerstein,100.0,pdi555,"Dinerstein, Michael",https://econpapers.repec.org/RAS/pdi555.htm,83.75,pbe773,"Bernstein, Michael Alan",https://econpapers.repec.org/RAS/pbe773.htm,79.375,ppe219,"Pedersen, Michael",https://econpapers.repec.org/RAS/ppe219.htm,,pdi555
University of Chicago,David Galenson,100.0,pga428,"Galenson, David Walter",https://econpapers.repec.org/RAS/pga428.htm,84.375,ple285,"Levinson, David Matthew",https://econpapers.repec.org/RAS/ple285.htm,81.875,pbe1232,"Benson, David",https://econpapers.repec.org/RAS/pbe1232.htm,,pga428
University of Chicago,Mikhail Golosov,100.0,pgo200,"Golosov, Mikhail",https://econpapers.repec.org/RAS/pgo200.htm,79.375,pgo481,"Golovnin, Mikhail Yur'evich",https://econpapers.repec.org/RAS/pgo481.htm,73.125,plo297,"Lobanov, Mikhail Mikhailovich",https://econpapers.repec.org/RAS/plo297.htm,,pgo200
University of Chicago,Michael Greenstone,100.0,pgr38,"Greenstone, Michael",https://econpapers.repec.org/RAS/pgr38.htm,79.375,pgr487,"Green, Michael",https://econpapers.repec.org/RAS/pgr487.htm,79.375,pst398,"Stone, Michael P.",https://econpapers.repec.org/RAS/pst398.htm,,pgr38
University of Chicago,Lars Peter Hansen,100.0,pha303,"Hansen, Lars Peter",https://econpapers.repec.org/RAS/pha303.htm,84.4,pha499,"Hansen, Lars Gårn",https://econpapers.repec.org/RAS/pha499.htm,79.0,pha1046,"Hansen, LeRoy",https://econpapers.repec.org/RAS/pha1046.htm,,pha303
University of Chicago,Arnold C. Harberger,100.0,pha974,"Harberger, Arnold C.",https://econpapers.repec.org/RAS/pha974.htm,72.0,pbe826,"Berger, Mark C.",https://econpapers.repec.org/RAS/pbe826.htm,69.375,paa6,"Aaberge, Rolf",https://econpapers.repec.org/RAS/paa6.htm,,pha974
University of Chicago,James J. Heckman,100.0,phe22,"Heckman, James J.",https://econpapers.repec.org/RAS/phe22.htm,76.25,pye6,"Yetman, James",https://econpapers.repec.org/RAS/pye6.htm,74.375,pbe549,"Beckman, Jayson",https://econpapers.repec.org/RAS/pbe549.htm,,phe22
University of Chicago,Ali Hortaçsu,100.0,pho408,"Hortacsu, Ali",https://econpapers.repec.org/RAS/pho408.htm,67.875,pst186,"Stancu, Alin",https://econpapers.repec.org/RAS/pst186.htm,65.625,pha1101,"Hasnul, Al Gifari",https://econpapers.repec.org/RAS/pha1101.htm,,pho408
University of Chicago,Greg Kaplan,100.0,pka660,"Kaplan, Greg Warren",https://econpapers.repec.org/RAS/pka660.htm,71.875,pka665,"Kaplan, Erin K",https://econpapers.repec.org/RAS/pka665.htm,70.75,pka532,"Kaplan, Ethan Daniel",https://econpapers.repec.org/RAS/pka532.htm,,pka660
University of Chicago,Thibaut Lamadon,100.0,pla655,"Lamadon, Thibaut",https://econpapers.repec.org/RAS/pla655.htm,66.875,pam81,"Amado, Cristina",https://econpapers.repec.org/RAS/pam81.htm,65.375,pla293,"Landon, Stuart",https://econpapers.repec.org/RAS/pla293.htm,,pla655
University of Chicago,Steve Levitt,96.625,ple59,"Levitt, Steven",https://econpapers.repec.org/RAS/ple59.htm,66.25,ple599,"Leist, Stefan",https://econpapers.repec.org/RAS/ple599.htm,65.0,ple929,"Levi, Peter G.",https://econpapers.repec.org/RAS/ple929.htm,,
University of Chicago,Elliot Lipnowski,64.875,pma2260,"Malinowski, Mikołaj",https://econpapers.repec.org/RAS/pma2260.htm,64.375,ple212,"Lewandowski, Piotr",https://econpapers.repec.org/RAS/ple212.htm,62.5,psc843,"Schiprowski, Amelie",https://econpapers.repec.org/RAS/psc843.htm,,
University of Chicago,John List,100.0,pli176,"List, John",https://econpapers.repec.org/RAS/pli176.htm,79.375,pah68,"Ahlquist, John S.",https://econpapers.repec.org/RAS/pah68.htm,79.375,ple165,"Lewis, John",https://econpapers.repec.org/RAS/ple165.htm,,pli176
University of Chicago,"Robert E. Lucas, Jr.",100.0,plu15,"Lucas, Robert E.",https://econpapers.repec.org/RAS/plu15.htm,93.4,plu197,"Lucas, Robert E.B.",https://econpapers.repec.org/RAS/plu197.htm,80.0,plu95,"Lucas, Robert F.",https://econpapers.repec.org/RAS/plu95.htm,,plu15
University of Chicago,Magne Mogstad,100.0,pmo570,"Mogstad, Magne",https://econpapers.repec.org/RAS/pmo570.htm,73.25,pam86,"Amstad, Marlene",https://econpapers.repec.org/RAS/pam86.htm,67.0,pmo611,"Mosca, Manuela",https://econpapers.repec.org/RAS/pmo611.htm,,pmo570
University of Chicago,Simon Mongey,100.0,pmo1074,"Mongey, Simon",https://econpapers.repec.org/RAS/pmo1074.htm,71.875,pla549,"Lange, Simon",https://econpapers.repec.org/RAS/pla549.htm,71.875,pmo137,"Mohun, Simon",https://econpapers.repec.org/RAS/pmo137.htm,,pmo1074
University of Chicago,Casey Mulligan,100.0,pmu64,"Mulligan, Casey B.",https://econpapers.repec.org/RAS/pmu64.htm,77.5,pmu249,"Mulligan, James G.",https://econpapers.repec.org/RAS/pmu249.htm,77.5,pmu618,"Mulligan, Karen",https://econpapers.repec.org/RAS/pmu618.htm,,pmu64
University of Chicago,Kevin M. Murphy,100.0,pmu108,"Murphy, Kevin M.",https://econpapers.repec.org/RAS/pmu108.htm,85.0,pmu503,"Murphy, Alvin",https://econpapers.repec.org/RAS/pmu503.htm,85.0,pmu196,"Murphy, Gavin",https://econpapers.repec.org/RAS/pmu196.htm,,pmu108
University of Chicago,Roger B. Myerson,100.0,pmy13,"Myerson, Roger B.",https://econpapers.repec.org/RAS/pmy13.htm,74.875,pmy43,"Myerson, Rebecca",https://econpapers.repec.org/RAS/pmy43.htm,72.5,pha278,"Hammersland, Roger",https://econpapers.repec.org/RAS/pha278.htm,,pmy13
University of Chicago,Derek A. Neal,100.0,pne138,"Neal, Derek A.",https://econpapers.repec.org/RAS/pne138.htm,79.0,pne80,"Neal, Mark",https://econpapers.repec.org/RAS/pne80.htm,68.75,pna371,"Nal, Abdelrasaq",https://econpapers.repec.org/RAS/pna371.htm,,pne138
University of Chicago,Doron Ravid,100.0,pra1041,"Ravid, Doron",https://econpapers.repec.org/RAS/pra1041.htm,72.5,pra357,"Raviv, Yaron",https://econpapers.repec.org/RAS/pra357.htm,66.5,pra68,"Raviv, Alon",https://econpapers.repec.org/RAS/pra68.htm,,pra1041
University of Chicago,Philip J. Reny,100.0,pre196,"Reny, Philip J.",https://econpapers.repec.org/RAS/pre196.htm,72.0,pre476,"Renner, Philipp",https://econpapers.repec.org/RAS/pre476.htm,69.875,pre212,"REY, Nathalie",https://econpapers.repec.org/RAS/pre212.htm,,pre196
University of Chicago,Thomas Sargent,100.0,psa83,"Sargent, Thomas J.",https://econpapers.repec.org/RAS/psa83.htm,76.25,pan64,"Andrén, Thomas",https://econpapers.repec.org/RAS/pan64.htm,76.25,psp68,"Spreen, Thomas H.",https://econpapers.repec.org/RAS/psp68.htm,,psa83
University of Chicago,Azeem Shaikh,100.0,psh256,"Shaikh, Azeem M.",https://econpapers.repec.org/RAS/psh256.htm,84.25,psh158,"Shaik, Saleem",https://econpapers.repec.org/RAS/psh158.htm,79.75,psh844,"Shaikh, Mujaheed",https://econpapers.repec.org/RAS/psh844.htm,,psh256
University of Chicago,Hugo F. Sonnenschein,100.0,pso229,"Sonnenschein, Hugo F.",https://econpapers.repec.org/RAS/pso229.htm,61.25,pco95,"Contreras, Hugo",https://econpapers.repec.org/RAS/pco95.htm,57.5,pbe918,"Benitez-Silva, Hugo",https://econpapers.repec.org/RAS/pbe918.htm,,pso229
